,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,AgeBin
3799,Bachelors,2016,Bangalore,1,38,Male,No,3,0,"(35, 40]"
3800,Bachelors,2017,Pune,3,34,Female,No,1,0,"(30, 35]"
3801,Bachelors,2014,Bangalore,3,32,Male,No,2,1,"(30, 35]"
3802,Bachelors,2013,Bangalore,3,37,Male,No,5,0,"(35, 40]"
3803,Bachelors,2017,New Delhi,2,37,Male,No,4,0,"(35, 40]"
3804,Bachelors,2014,Bangalore,3,35,Male,No,2,0,"(30, 35]"
3805,Bachelors,2016,Bangalore,3,40,Male,No,0,0,"(35, 40]"
3806,Bachelors,2012,Bangalore,3,40,Male,Yes,2,0,"(35, 40]"
3807,Bachelors,2015,Bangalore,3,39,Female,No,3,1,"(35, 40]"
3808,Masters,2013,New Delhi,3,41,Female,No,2,0,"(40, 45]"
3809,Bachelors,2015,Bangalore,3,34,Female,No,4,0,"(30, 35]"
3810,Bachelors,2012,New Delhi,3,34,Female,No,4,0,"(30, 35]"
3811,Bachelors,2013,Pune,2,36,Male,No,2,1,"(35, 40]"
3812,Masters,2016,New Delhi,3,39,Female,No,1,0,"(35, 40]"
3813,Bachelors,2014,New Delhi,3,41,Male,No,5,0,"(40, 45]"
3814,Bachelors,2015,Bangalore,3,40,Male,No,0,0,"(35, 40]"
3815,Bachelors,2017,Bangalore,3,34,Female,No,5,0,"(30, 35]"
3816,Bachelors,2013,Bangalore,3,31,Male,No,2,0,"(30, 35]"
3817,Bachelors,2012,Pune,3,40,Male,No,3,0,"(35, 40]"
3818,Bachelors,2013,Pune,3,32,Male,No,5,0,"(30, 35]"
3819,Bachelors,2018,Pune,3,38,Male,No,3,1,"(35, 40]"
3820,Bachelors,2016,Bangalore,3,40,Male,No,3,0,"(35, 40]"
3821,PHD,2013,Bangalore,3,41,Male,No,4,0,"(40, 45]"
3822,Bachelors,2014,Bangalore,3,36,Female,No,0,0,"(35, 40]"
3823,Bachelors,2015,Pune,2,33,Female,Yes,3,1,"(30, 35]"
3824,Bachelors,2016,New Delhi,3,37,Male,No,3,0,"(35, 40]"
3825,Bachelors,2015,Pune,3,38,Male,No,4,0,"(35, 40]"
3826,Bachelors,2017,Bangalore,3,32,Male,No,4,0,"(30, 35]"
3827,Bachelors,2017,Pune,3,33,Male,No,1,0,"(30, 35]"
3828,Bachelors,2015,Bangalore,3,38,Male,No,5,0,"(35, 40]"
3829,Bachelors,2015,Pune,3,40,Female,No,5,1,"(35, 40]"
3830,Bachelors,2014,Bangalore,3,35,Male,Yes,0,0,"(30, 35]"
3831,Masters,2016,New Delhi,3,37,Female,No,5,0,"(35, 40]"
3832,Bachelors,2016,Bangalore,3,37,Male,Yes,2,0,"(35, 40]"
3833,Bachelors,2015,Bangalore,3,36,Male,No,2,0,"(35, 40]"
3834,Bachelors,2017,Bangalore,3,33,Female,No,4,1,"(30, 35]"
3835,Bachelors,2014,Pune,2,36,Female,No,3,1,"(35, 40]"
3836,Bachelors,2016,Pune,3,32,Male,No,3,0,"(30, 35]"
3837,Bachelors,2017,Bangalore,3,35,Female,No,1,1,"(30, 35]"
3838,Bachelors,2014,Pune,2,34,Female,No,2,1,"(30, 35]"
3839,Masters,2017,Pune,2,40,Male,No,5,0,"(35, 40]"
3840,Bachelors,2016,Bangalore,3,37,Female,No,4,0,"(35, 40]"
3841,Bachelors,2015,Bangalore,1,36,Male,No,1,0,"(35, 40]"
3842,Bachelors,2012,Pune,3,41,Female,No,1,0,"(40, 45]"
3843,Bachelors,2016,Pune,3,36,Male,No,0,0,"(35, 40]"
3844,Bachelors,2017,Bangalore,3,31,Female,No,2,0,"(30, 35]"
3845,Bachelors,2017,Pune,3,31,Male,No,3,0,"(30, 35]"
3846,Bachelors,2014,Pune,3,33,Male,No,2,0,"(30, 35]"
3847,Bachelors,2017,Bangalore,3,35,Male,Yes,0,0,"(30, 35]"
3848,PHD,2016,New Delhi,3,34,Male,No,1,0,"(30, 35]"
3849,Bachelors,2014,Bangalore,3,39,Female,No,4,0,"(35, 40]"
3850,Masters,2015,Bangalore,3,31,Male,No,1,1,"(30, 35]"
3851,Bachelors,2015,Pune,3,32,Female,No,0,1,"(30, 35]"
3852,Bachelors,2017,Bangalore,3,33,Male,No,0,1,"(30, 35]"
3853,Bachelors,2014,Bangalore,3,34,Male,Yes,1,0,"(30, 35]"
3854,Masters,2014,Pune,3,39,Male,No,2,0,"(35, 40]"
3855,Bachelors,2017,New Delhi,2,41,Female,No,2,1,"(40, 45]"
3856,Bachelors,2017,New Delhi,2,34,Male,No,2,0,"(30, 35]"
3857,Bachelors,2013,Bangalore,3,36,Female,No,5,0,"(35, 40]"
3858,Bachelors,2015,Pune,2,39,Female,No,5,1,"(35, 40]"
3859,Bachelors,2012,Pune,3,37,Male,No,5,0,"(35, 40]"
3860,Bachelors,2016,Bangalore,3,36,Male,No,4,0,"(35, 40]"
3861,Bachelors,2014,New Delhi,3,38,Female,No,1,0,"(35, 40]"
3862,Bachelors,2017,Bangalore,3,38,Female,No,3,0,"(35, 40]"
3863,Masters,2016,New Delhi,3,37,Female,No,2,1,"(35, 40]"
3864,Bachelors,2012,Bangalore,3,34,Male,No,2,0,"(30, 35]"
3865,Bachelors,2015,Bangalore,3,31,Male,No,2,0,"(30, 35]"
3866,Bachelors,2015,Pune,2,32,Female,No,2,1,"(30, 35]"
3867,Masters,2018,New Delhi,3,35,Male,No,2,1,"(30, 35]"
3868,Bachelors,2017,Bangalore,3,31,Male,Yes,2,0,"(30, 35]"
3869,Bachelors,2015,Bangalore,1,32,Male,Yes,0,1,"(30, 35]"
3870,Bachelors,2015,Bangalore,3,31,Female,No,5,0,"(30, 35]"
3871,Bachelors,2018,Bangalore,3,37,Male,No,5,1,"(35, 40]"
3872,PHD,2018,New Delhi,3,40,Male,No,3,1,"(35, 40]"
3873,Bachelors,2015,Bangalore,1,41,Male,No,1,0,"(40, 45]"
3874,Bachelors,2017,Pune,3,34,Male,No,5,0,"(30, 35]"
3875,Bachelors,2014,Bangalore,3,36,Male,Yes,3,0,"(35, 40]"
3876,Bachelors,2013,Pune,3,35,Male,No,1,0,"(30, 35]"
3877,Masters,2017,New Delhi,3,38,Female,No,3,0,"(35, 40]"
3878,Bachelors,2017,Bangalore,3,33,Male,No,1,0,"(30, 35]"
3879,Bachelors,2014,Bangalore,3,38,Female,No,2,0,"(35, 40]"
3880,Bachelors,2018,Bangalore,3,38,Male,No,1,1,"(35, 40]"
3881,Bachelors,2017,Pune,2,40,Male,No,4,0,"(35, 40]"
3882,Bachelors,2013,New Delhi,3,39,Male,No,5,0,"(35, 40]"
3883,Bachelors,2014,New Delhi,3,33,Female,No,4,0,"(30, 35]"
3884,Bachelors,2015,Pune,3,32,Female,No,3,1,"(30, 35]"
3885,Bachelors,2013,Bangalore,3,39,Male,No,2,0,"(35, 40]"
3886,Bachelors,2015,Bangalore,3,38,Female,No,4,0,"(35, 40]"
3887,Bachelors,2013,Bangalore,3,38,Male,No,2,0,"(35, 40]"
3888,Bachelors,2017,Bangalore,3,35,Male,No,0,0,"(30, 35]"
3889,Bachelors,2017,Pune,3,31,Female,No,0,1,"(30, 35]"
3890,Bachelors,2017,Bangalore,3,41,Male,No,5,0,"(40, 45]"
3891,Bachelors,2013,New Delhi,3,38,Female,No,4,1,"(35, 40]"
3892,Bachelors,2016,Bangalore,3,40,Male,Yes,1,0,"(35, 40]"
3893,Bachelors,2018,Bangalore,3,36,Female,No,2,1,"(35, 40]"
3894,PHD,2013,New Delhi,3,36,Male,No,3,1,"(35, 40]"
3895,Bachelors,2014,Pune,3,41,Male,No,4,0,"(40, 45]"
3896,Bachelors,2014,Bangalore,3,35,Male,Yes,1,0,"(30, 35]"
3897,Bachelors,2017,Bangalore,3,38,Male,No,5,0,"(35, 40]"
3898,Bachelors,2017,New Delhi,2,41,Female,No,0,0,"(40, 45]"
3899,Bachelors,2012,Bangalore,1,34,Male,No,0,0,"(30, 35]"
3900,Bachelors,2016,Bangalore,3,39,Female,No,3,1,"(35, 40]"
3901,Bachelors,2014,Bangalore,3,37,Male,No,5,0,"(35, 40]"
3902,Bachelors,2015,Pune,2,39,Female,Yes,0,1,"(35, 40]"
3903,Bachelors,2013,Bangalore,3,31,Male,No,2,1,"(30, 35]"
3904,Masters,2012,New Delhi,3,34,Female,No,3,0,"(30, 35]"
3905,Bachelors,2015,Bangalore,3,39,Male,No,1,0,"(35, 40]"
3906,Bachelors,2014,Pune,2,38,Female,No,3,1,"(35, 40]"
3907,Bachelors,2012,Bangalore,3,34,Male,No,1,0,"(30, 35]"
3908,Bachelors,2016,Bangalore,3,31,Female,No,2,0,"(30, 35]"
3909,Bachelors,2016,Bangalore,3,39,Female,No,0,0,"(35, 40]"
3910,Bachelors,2013,Bangalore,3,31,Female,No,1,0,"(30, 35]"
3911,Bachelors,2012,Bangalore,3,36,Male,No,1,0,"(35, 40]"
3912,Bachelors,2017,New Delhi,3,37,Male,No,0,0,"(35, 40]"
3913,Bachelors,2015,Pune,1,38,Female,No,1,1,"(35, 40]"
3914,PHD,2017,Pune,3,41,Male,No,2,0,"(40, 45]"
3915,Bachelors,2018,Bangalore,3,32,Male,No,4,1,"(30, 35]"
3916,Bachelors,2018,Pune,3,35,Male,No,0,1,"(30, 35]"
3917,Bachelors,2017,Bangalore,3,35,Male,No,1,0,"(30, 35]"
3918,Bachelors,2013,Bangalore,3,32,Male,No,1,0,"(30, 35]"
3919,Bachelors,2015,Bangalore,3,31,Male,No,1,1,"(30, 35]"
3920,Bachelors,2015,Bangalore,3,41,Male,No,4,0,"(40, 45]"
3921,Bachelors,2012,Bangalore,3,33,Male,Yes,0,0,"(30, 35]"
3922,Bachelors,2012,New Delhi,2,38,Female,No,1,1,"(35, 40]"
3923,Masters,2012,Bangalore,3,39,Female,No,3,1,"(35, 40]"
3924,Bachelors,2015,Bangalore,1,36,Female,No,2,0,"(35, 40]"
3925,Masters,2017,Bangalore,2,31,Male,No,5,0,"(30, 35]"
3926,Masters,2017,New Delhi,2,39,Female,No,2,1,"(35, 40]"
3927,Masters,2017,New Delhi,3,41,Male,No,3,1,"(40, 45]"
3928,PHD,2018,New Delhi,3,33,Female,No,0,1,"(30, 35]"
3929,Bachelors,2015,Bangalore,3,38,Male,No,1,0,"(35, 40]"
3930,Bachelors,2017,Pune,2,31,Male,No,0,0,"(30, 35]"
3931,Bachelors,2014,Bangalore,3,34,Male,No,4,0,"(30, 35]"
3932,Bachelors,2017,Bangalore,3,40,Male,No,2,0,"(35, 40]"
3933,Bachelors,2012,Bangalore,3,36,Male,No,1,0,"(35, 40]"
3934,Bachelors,2015,Bangalore,3,36,Female,No,2,0,"(35, 40]"
3935,Bachelors,2017,New Delhi,2,41,Female,No,4,0,"(40, 45]"
3936,Bachelors,2017,Bangalore,3,37,Male,No,3,0,"(35, 40]"
3937,Bachelors,2017,New Delhi,3,33,Male,No,5,0,"(30, 35]"
3938,Bachelors,2017,New Delhi,3,41,Female,No,4,0,"(40, 45]"
3939,Bachelors,2017,Bangalore,3,37,Female,No,2,0,"(35, 40]"
3940,Bachelors,2017,Pune,3,38,Male,Yes,5,0,"(35, 40]"
3941,Bachelors,2015,Bangalore,3,34,Male,No,2,1,"(30, 35]"
3942,Bachelors,2017,Pune,3,37,Female,No,0,0,"(35, 40]"
3943,Bachelors,2014,Bangalore,3,34,Male,No,0,1,"(30, 35]"
3944,Bachelors,2012,Pune,3,32,Male,No,1,0,"(30, 35]"
3945,Masters,2012,New Delhi,3,35,Female,No,4,1,"(30, 35]"
3946,Bachelors,2013,Pune,3,36,Male,No,3,0,"(35, 40]"
3947,Bachelors,2015,Bangalore,3,34,Female,No,2,0,"(30, 35]"
3948,Bachelors,2014,Bangalore,3,37,Female,No,3,0,"(35, 40]"
3949,Bachelors,2016,Bangalore,3,40,Female,Yes,4,0,"(35, 40]"
3950,Bachelors,2014,Pune,3,33,Male,No,4,0,"(30, 35]"
3951,Bachelors,2016,Bangalore,3,39,Female,No,4,0,"(35, 40]"
3952,Bachelors,2012,Bangalore,3,40,Male,No,4,0,"(35, 40]"
3953,Bachelors,2013,Bangalore,1,34,Male,No,4,1,"(30, 35]"
3954,Bachelors,2016,Pune,3,40,Male,No,5,0,"(35, 40]"
3955,PHD,2013,Bangalore,3,32,Male,No,5,0,"(30, 35]"
3956,Bachelors,2012,Bangalore,3,33,Male,No,1,0,"(30, 35]"
3957,Bachelors,2017,New Delhi,1,31,Female,No,4,1,"(30, 35]"
3958,Masters,2016,New Delhi,3,41,Female,No,4,0,"(40, 45]"
3959,Bachelors,2016,Bangalore,3,34,Male,No,4,0,"(30, 35]"
3960,Bachelors,2016,Bangalore,3,39,Male,No,7,0,"(35, 40]"
3961,Bachelors,2014,Bangalore,3,35,Male,No,5,0,"(30, 35]"
3962,Bachelors,2016,Pune,3,38,Female,No,7,0,"(35, 40]"
3963,Bachelors,2016,Bangalore,3,33,Male,No,6,0,"(30, 35]"
3964,Bachelors,2014,Pune,3,33,Male,No,6,0,"(30, 35]"
3965,Bachelors,2012,Bangalore,3,35,Male,No,5,0,"(30, 35]"
3966,PHD,2013,New Delhi,3,40,Male,No,5,0,"(35, 40]"
3967,Bachelors,2012,Bangalore,3,40,Female,No,5,0,"(35, 40]"
3968,Bachelors,2017,Bangalore,3,39,Male,No,5,0,"(35, 40]"
3969,Bachelors,2017,Bangalore,3,33,Female,No,6,0,"(30, 35]"
3970,Bachelors,2014,Bangalore,3,32,Female,No,5,0,"(30, 35]"
3971,Masters,2014,Bangalore,3,40,Female,No,7,1,"(35, 40]"
3972,Bachelors,2017,New Delhi,2,33,Male,No,6,0,"(30, 35]"
3973,Masters,2016,New Delhi,1,31,Female,No,5,1,"(30, 35]"
3974,Bachelors,2013,Bangalore,3,35,Female,No,5,0,"(30, 35]"
3975,Bachelors,2014,Bangalore,3,39,Male,No,7,1,"(35, 40]"
3976,Masters,2018,Bangalore,3,39,Female,No,6,1,"(35, 40]"
3977,Masters,2017,Pune,2,38,Female,No,2,0,"(35, 40]"
3978,Bachelors,2012,Bangalore,3,38,Male,No,7,1,"(35, 40]"
3979,Masters,2017,New Delhi,2,40,Female,Yes,2,0,"(35, 40]"
3980,Bachelors,2018,Bangalore,3,38,Male,No,6,1,"(35, 40]"
3981,Bachelors,2013,Bangalore,3,34,Male,No,6,0,"(30, 35]"
3982,Bachelors,2012,Bangalore,1,35,Male,No,7,0,"(30, 35]"
3983,Masters,2013,New Delhi,1,41,Male,No,5,0,"(40, 45]"
3984,PHD,2014,New Delhi,2,37,Female,No,5,0,"(35, 40]"
3985,Bachelors,2015,Pune,3,34,Male,Yes,7,0,"(30, 35]"
3986,Bachelors,2014,Bangalore,3,35,Male,Yes,5,0,"(30, 35]"
3987,Bachelors,2013,Bangalore,1,38,Male,No,6,0,"(35, 40]"
3988,Bachelors,2016,Bangalore,3,38,Female,No,7,0,"(35, 40]"
3989,Bachelors,2015,Pune,2,41,Female,No,7,0,"(40, 45]"
3990,Bachelors,2018,Bangalore,3,34,Male,No,5,1,"(30, 35]"
3991,Bachelors,2017,Pune,2,22,Male,No,0,0,"(20, 25]"
3992,Bachelors,2018,Bangalore,2,26,Female,No,4,1,"(25, 30]"
3993,Bachelors,2012,Bangalore,3,22,Male,No,0,0,"(20, 25]"
3994,Bachelors,2017,New Delhi,3,25,Female,No,3,0,"(20, 25]"
3995,Bachelors,2016,Bangalore,3,29,Male,No,0,0,"(25, 30]"
3996,Bachelors,2017,New Delhi,3,36,Female,No,0,0,"(35, 40]"
3997,Bachelors,2014,Bangalore,3,37,Female,No,1,0,"(35, 40]"
3998,Bachelors,2013,New Delhi,2,34,Female,No,4,1,"(30, 35]"
3999,Bachelors,2012,Pune,3,34,Female,No,2,1,"(30, 35]"
4000,Bachelors,2012,Bangalore,3,25,Female,No,3,1,"(20, 25]"
4001,Bachelors,2012,Bangalore,3,31,Male,No,0,0,"(30, 35]"
4002,Bachelors,2015,New Delhi,3,36,Female,No,2,0,"(35, 40]"
4003,Bachelors,2016,Bangalore,3,31,Male,Yes,5,0,"(30, 35]"
4004,Bachelors,2015,Bangalore,3,34,Male,No,4,0,"(30, 35]"
4005,Masters,2014,New Delhi,3,28,Male,Yes,2,1,"(25, 30]"
4006,Bachelors,2014,Bangalore,3,28,Male,No,2,0,"(25, 30]"
4007,Bachelors,2015,Bangalore,3,31,Male,No,1,0,"(30, 35]"
4008,Bachelors,2017,Bangalore,3,35,Male,No,5,0,"(30, 35]"
4009,Bachelors,2012,Bangalore,1,28,Female,Yes,1,0,"(25, 30]"
4010,Bachelors,2018,Bangalore,3,32,Female,No,2,1,"(30, 35]"
4011,Bachelors,2013,Bangalore,3,23,Male,Yes,1,1,"(20, 25]"
4012,Masters,2018,Pune,3,27,Male,No,5,1,"(25, 30]"
4013,Bachelors,2017,Pune,3,25,Male,No,3,0,"(20, 25]"
4014,Masters,2017,New Delhi,2,31,Female,No,2,0,"(30, 35]"
4015,PHD,2018,New Delhi,3,34,Male,No,0,1,"(30, 35]"
4016,Bachelors,2016,Bangalore,3,36,Female,No,2,0,"(35, 40]"
4017,PHD,2017,New Delhi,3,40,Male,No,3,0,"(35, 40]"
4018,Masters,2012,New Delhi,3,34,Female,No,2,0,"(30, 35]"
4019,Bachelors,2018,Bangalore,3,37,Male,No,2,1,"(35, 40]"
4020,Bachelors,2012,Bangalore,3,38,Male,No,3,0,"(35, 40]"
4021,Bachelors,2017,New Delhi,2,22,Female,No,0,0,"(20, 25]"
4022,Bachelors,2016,Pune,2,36,Female,No,0,1,"(35, 40]"
4023,Bachelors,2013,New Delhi,2,35,Female,No,1,1,"(30, 35]"
4024,Bachelors,2012,New Delhi,3,22,Female,No,0,0,"(20, 25]"
4025,Bachelors,2016,Bangalore,3,22,Male,No,0,0,"(20, 25]"
4026,Bachelors,2012,Bangalore,3,29,Male,No,4,0,"(25, 30]"
4027,Bachelors,2017,Bangalore,3,34,Male,No,5,0,"(30, 35]"
4028,Bachelors,2017,Bangalore,2,23,Male,No,1,0,"(20, 25]"
4029,Bachelors,2014,Pune,2,32,Male,No,3,1,"(30, 35]"
4030,Bachelors,2012,Pune,2,26,Female,No,4,1,"(25, 30]"
4031,Masters,2017,Bangalore,3,38,Male,No,2,0,"(35, 40]"
4032,Bachelors,2014,Pune,3,37,Male,No,4,0,"(35, 40]"
4033,Bachelors,2017,New Delhi,2,25,Female,No,3,0,"(20, 25]"
4034,Bachelors,2018,Pune,2,36,Female,No,5,1,"(35, 40]"
4035,Bachelors,2016,Bangalore,3,26,Female,No,4,0,"(25, 30]"
4036,Bachelors,2018,Pune,2,39,Female,No,4,1,"(35, 40]"
4037,Bachelors,2016,Bangalore,3,24,Male,No,2,1,"(20, 25]"
4038,Masters,2018,Pune,3,39,Male,No,2,1,"(35, 40]"
4039,Masters,2018,New Delhi,3,39,Female,No,2,1,"(35, 40]"
4040,Bachelors,2017,New Delhi,2,27,Female,No,5,0,"(25, 30]"
4041,Bachelors,2013,Bangalore,3,36,Male,No,5,1,"(35, 40]"
4042,Bachelors,2012,Bangalore,3,24,Male,No,2,0,"(20, 25]"
4043,Bachelors,2017,Bangalore,3,28,Female,No,3,0,"(25, 30]"
4044,Bachelors,2016,Bangalore,3,24,Male,No,2,0,"(20, 25]"
4045,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
4046,Bachelors,2017,New Delhi,3,23,Male,No,1,0,"(20, 25]"
4047,Bachelors,2013,Bangalore,3,30,Female,No,5,0,"(25, 30]"
4048,Bachelors,2014,Bangalore,3,22,Male,No,0,0,"(20, 25]"
4049,Bachelors,2014,Pune,3,27,Male,No,5,0,"(25, 30]"
4050,Masters,2017,New Delhi,3,32,Male,No,2,0,"(30, 35]"
4051,Masters,2014,Pune,1,33,Female,No,1,0,"(30, 35]"
4052,Masters,2017,New Delhi,3,26,Male,No,4,1,"(25, 30]"
4053,Bachelors,2013,Pune,3,25,Female,Yes,3,1,"(20, 25]"
4054,Masters,2017,New Delhi,2,23,Male,No,1,1,"(20, 25]"
4055,Bachelors,2012,Pune,3,24,Male,No,2,0,"(20, 25]"
4056,Bachelors,2014,Bangalore,3,33,Male,No,5,0,"(30, 35]"
4057,Masters,2018,Bangalore,3,30,Male,Yes,2,1,"(25, 30]"
4058,Masters,2017,New Delhi,2,27,Female,No,5,0,"(25, 30]"
4059,Bachelors,2012,Pune,2,31,Female,No,5,1,"(30, 35]"
4060,Masters,2018,New Delhi,3,23,Female,No,1,1,"(20, 25]"
4061,Bachelors,2015,Bangalore,3,30,Male,No,2,0,"(25, 30]"
4062,Bachelors,2015,Pune,2,32,Female,No,2,1,"(30, 35]"
4063,Bachelors,2013,New Delhi,3,26,Female,Yes,4,0,"(25, 30]"
4064,Masters,2017,New Delhi,2,35,Male,No,2,0,"(30, 35]"
4065,Bachelors,2016,Bangalore,1,30,Male,No,4,1,"(25, 30]"
4066,Bachelors,2012,Bangalore,3,37,Male,No,4,1,"(35, 40]"
4067,Bachelors,2017,Bangalore,1,34,Male,Yes,0,0,"(30, 35]"
4068,Bachelors,2012,Bangalore,3,38,Female,No,0,0,"(35, 40]"
4069,Masters,2013,New Delhi,2,22,Male,Yes,0,1,"(20, 25]"
4070,Bachelors,2015,Pune,1,22,Female,No,0,1,"(20, 25]"
4071,Masters,2015,Pune,2,33,Female,No,2,1,"(30, 35]"
4072,Bachelors,2015,Bangalore,3,32,Male,No,1,0,"(30, 35]"
4073,Masters,2015,Pune,2,34,Female,No,2,0,"(30, 35]"
4074,Bachelors,2017,Bangalore,3,36,Female,No,1,0,"(35, 40]"
4075,Bachelors,2015,Bangalore,3,32,Male,No,1,0,"(30, 35]"
4076,Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,"(25, 30]"
4077,Bachelors,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
4078,Bachelors,2013,Pune,3,35,Male,No,1,0,"(30, 35]"
4079,Bachelors,2014,Pune,3,33,Male,No,4,0,"(30, 35]"
4080,Masters,2013,Pune,3,22,Female,Yes,0,1,"(20, 25]"
4081,Bachelors,2014,Pune,3,27,Male,No,5,1,"(25, 30]"
4082,Masters,2018,New Delhi,3,23,Female,No,1,1,"(20, 25]"
4083,Bachelors,2013,Bangalore,3,34,Female,Yes,2,0,"(30, 35]"
4084,Masters,2017,Pune,2,23,Male,No,1,1,"(20, 25]"
4085,Bachelors,2012,Pune,3,36,Male,No,4,0,"(35, 40]"
4086,PHD,2018,New Delhi,3,28,Male,No,4,1,"(25, 30]"
4087,PHD,2013,Bangalore,3,28,Male,No,4,0,"(25, 30]"
4088,Bachelors,2016,Bangalore,3,33,Female,No,4,0,"(30, 35]"
4089,Bachelors,2013,Bangalore,3,39,Male,No,3,0,"(35, 40]"
4090,Bachelors,2015,New Delhi,3,25,Female,Yes,3,0,"(20, 25]"
4091,Bachelors,2014,Pune,3,32,Male,No,2,0,"(30, 35]"
4092,Bachelors,2015,Pune,3,23,Female,No,1,1,"(20, 25]"
4093,Masters,2018,New Delhi,3,29,Male,No,2,1,"(25, 30]"
4094,Bachelors,2013,Pune,2,24,Male,No,2,1,"(20, 25]"
4095,Bachelors,2012,Bangalore,3,36,Female,No,2,1,"(35, 40]"
4096,Bachelors,2018,Bangalore,3,40,Male,No,4,1,"(35, 40]"
4097,Bachelors,2012,New Delhi,3,38,Female,No,1,0,"(35, 40]"
4098,Bachelors,2014,Bangalore,3,22,Male,No,0,0,"(20, 25]"
4099,Bachelors,2018,Bangalore,3,24,Male,No,2,1,"(20, 25]"
4100,Bachelors,2012,Bangalore,3,37,Male,No,5,0,"(35, 40]"
4101,Bachelors,2018,Pune,3,40,Male,No,3,1,"(35, 40]"
4102,Bachelors,2018,Bangalore,3,32,Male,Yes,0,1,"(30, 35]"
4103,Bachelors,2012,New Delhi,3,28,Female,No,1,0,"(25, 30]"
4104,Bachelors,2016,Pune,3,29,Male,Yes,5,0,"(25, 30]"
4105,Bachelors,2013,Pune,3,25,Male,No,3,0,"(20, 25]"
4106,PHD,2013,Bangalore,3,35,Male,No,3,1,"(30, 35]"
4107,Bachelors,2015,Bangalore,3,28,Male,No,0,1,"(25, 30]"
4108,Bachelors,2012,Bangalore,3,39,Male,No,3,0,"(35, 40]"
4109,Bachelors,2012,Pune,1,35,Male,No,1,0,"(30, 35]"
4110,Bachelors,2017,Bangalore,3,37,Male,No,2,0,"(35, 40]"
4111,Masters,2018,Pune,3,40,Female,No,2,1,"(35, 40]"
4112,Bachelors,2018,Bangalore,3,23,Male,No,1,1,"(20, 25]"
4113,Bachelors,2013,Pune,3,32,Male,No,2,0,"(30, 35]"
4114,PHD,2018,New Delhi,3,37,Male,No,3,1,"(35, 40]"
4115,Bachelors,2015,Bangalore,3,23,Female,No,1,0,"(20, 25]"
4116,Bachelors,2014,Pune,3,26,Male,No,4,0,"(25, 30]"
4117,Bachelors,2017,Bangalore,3,36,Female,No,3,1,"(35, 40]"
4118,Bachelors,2013,Bangalore,3,40,Female,No,3,0,"(35, 40]"
4119,Bachelors,2015,New Delhi,3,22,Male,No,0,0,"(20, 25]"
4120,Bachelors,2015,Bangalore,3,30,Male,No,0,0,"(25, 30]"
4121,Bachelors,2014,Bangalore,3,30,Male,No,1,0,"(25, 30]"
4122,Bachelors,2015,Pune,1,34,Female,No,3,1,"(30, 35]"
4123,Bachelors,2018,Bangalore,3,27,Male,No,5,1,"(25, 30]"
4124,Bachelors,2013,Bangalore,1,27,Female,No,5,0,"(25, 30]"
4125,Bachelors,2017,Pune,2,27,Female,No,5,1,"(25, 30]"
4126,Bachelors,2015,Bangalore,3,35,Female,No,1,1,"(30, 35]"
4127,Bachelors,2014,New Delhi,3,33,Female,Yes,4,0,"(30, 35]"
4128,Bachelors,2012,Bangalore,3,37,Male,No,4,0,"(35, 40]"
4129,Bachelors,2014,New Delhi,3,40,Female,No,3,0,"(35, 40]"
4130,Bachelors,2015,Pune,2,25,Female,No,3,1,"(20, 25]"
4131,Bachelors,2017,Pune,2,34,Male,No,2,0,"(30, 35]"
4132,Bachelors,2017,New Delhi,3,40,Male,No,1,0,"(35, 40]"
4133,Masters,2018,New Delhi,3,34,Male,No,2,1,"(30, 35]"
4134,Bachelors,2013,Pune,3,33,Male,No,5,0,"(30, 35]"
4135,Bachelors,2016,Bangalore,3,22,Female,No,0,0,"(20, 25]"
4136,Bachelors,2015,Pune,2,36,Female,No,1,1,"(35, 40]"
4137,Bachelors,2012,Bangalore,3,38,Male,No,2,1,"(35, 40]"
4138,Bachelors,2013,Pune,3,25,Female,No,3,0,"(20, 25]"
4139,Bachelors,2017,Bangalore,3,37,Male,No,3,1,"(35, 40]"
4140,Bachelors,2016,Bangalore,3,25,Female,No,3,0,"(20, 25]"
4141,Bachelors,2015,Pune,2,40,Female,Yes,0,1,"(35, 40]"
4142,Bachelors,2013,Bangalore,3,26,Female,No,4,0,"(25, 30]"
4143,Masters,2015,Pune,1,23,Female,No,1,0,"(20, 25]"
4144,Bachelors,2014,Bangalore,3,22,Male,No,0,1,"(20, 25]"
4145,Masters,2017,New Delhi,2,34,Male,Yes,2,0,"(30, 35]"
4146,Masters,2017,New Delhi,3,35,Female,No,2,0,"(30, 35]"
4147,Bachelors,2014,Pune,3,23,Male,No,1,0,"(20, 25]"
4148,Bachelors,2015,Bangalore,3,29,Male,No,2,1,"(25, 30]"
4149,Bachelors,2015,Pune,3,32,Female,No,1,0,"(30, 35]"
4150,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
4151,Bachelors,2014,Bangalore,3,28,Male,No,3,0,"(25, 30]"
4152,Masters,2015,Pune,2,24,Female,No,2,0,"(20, 25]"
